SERVIÇO;OPERADORA;ESTADO;TEMA;ALTERNATIVAS;CALCULO;2015;2016
SCM;Total Brasil;RN;Resolução da alteração de plano ou condição comercial;Nota 5;Percentual;10,980000;12,085692
SCM;Total Brasil;RN;Resolução da alteração de plano ou condição comercial;Nota 6;Percentual;5,408000;5,587808
SCM;Total Brasil;RN;Resolução da alteração de plano ou condição comercial;Nota 7;Percentual;10,653000;10,019036
SCM;Total Brasil;RN;Resolução da alteração de plano ou condição comercial;Nota 8;Percentual;15,928000;18,288373
SCM;Total Brasil;RN;Resolução da alteração de plano ou condição comercial;Nota 9;Percentual;11,229000;9,910372
SCM;Total Brasil;RN;Resolução da alteração de plano ou condição comercial;10.Excelente;Percentual;20,135000;24,339077
SCM;Total Brasil;RN;Resolução da alteração de plano ou condição comercial;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Contato sobre instalação;;Amostra não ponderada;1465,000000;1062,000000
SCM;Total Brasil;RN;Contato sobre instalação;1.Sim;Percentual;16,942000;17,479701
SCM;Total Brasil;RN;Contato sobre instalação;2.Não;Percentual;83,058000;82,520299
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Média;Média Ponderada;7,790393;7,929993
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;;Amostra não ponderada;283,000000;200,000000
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;0.Péssimo;Percentual;4,561000;5,041162
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 1;Percentual;0,831000;0,000000
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 2;Percentual;1,534000;0,436027
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 3;Percentual;2,620000;1,189501
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 4;Percentual;1,401000;0,720106
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 5;Percentual;6,621000;7,947263
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 6;Percentual;3,868000;3,415634
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 7;Percentual;9,838000;7,499279
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 8;Percentual;17,268000;22,995834
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 9;Percentual;15,381000;18,114061
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;10.Excelente;Percentual;35,691000;32,423119
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de instalação e a visita do técnico;99. NS/ NR;Percentual;0,388000;0,218014
SCM;Total Brasil;RN;Indicador de Reparo e Instalação;Reparo e Instalação;Média Indicadores;7,191651;7,494082
SCM;Total Brasil;RN;Indicador de Reparo e Instalação;;Amostra não ponderada;789,000000;582,000000
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Média;Média Ponderada;7,731874;8,120809
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;;Amostra não ponderada;283,000000;200,000000
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;0.Péssimo;Percentual;5,177000;4,637832
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Nota 1;Percentual;0,114000;0,502092
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Nota 2;Percentual;1,146000;1,070000
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Nota 3;Percentual;3,157000;0,502092
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Nota 4;Percentual;2,145000;0,687409
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Nota 5;Percentual;9,314000;8,918501
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Nota 6;Percentual;3,953000;2,008369
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Nota 7;Percentual;6,393000;5,708502
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Nota 8;Percentual;17,625000;20,011960
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;Nota 9;Percentual;13,076000;11,047463
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;10.Excelente;Percentual;37,901000;44,905780
SCM;Total Brasil;RN;Cumprimento do prazo para instalação acordado;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Média;Média Ponderada;7,923184;8,281935
SCM;Total Brasil;RN;Qualidade da instalação do serviço;;Amostra não ponderada;283,000000;200,000000
SCM;Total Brasil;RN;Qualidade da instalação do serviço;0.Péssimo;Percentual;1,675000;3,448331
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Nota 1;Percentual;0,831000;0,000000
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Nota 2;Percentual;2,801000;0,851986
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Nota 3;Percentual;2,204000;0,720106
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Nota 4;Percentual;1,474000;1,156133
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Nota 5;Percentual;5,503000;4,452936
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Nota 6;Percentual;5,991000;4,103292
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Nota 7;Percentual;7,769000;7,782686
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Nota 8;Percentual;21,896000;20,995826
SCM;Total Brasil;RN;Qualidade da instalação do serviço;Nota 9;Percentual;18,196000;14,512190
SCM;Total Brasil;RN;Qualidade da instalação do serviço;10.Excelente;Percentual;31,660000;41,976513
SCM;Total Brasil;RN;Qualidade da instalação do serviço;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Contato sobre reparo;;Amostra não ponderada;1465,000000;1062,000000
SCM;Total Brasil;RN;Contato sobre reparo;1.Sim;Percentual;41,450000;44,170455
SCM;Total Brasil;RN;Contato sobre reparo;2.Não;Percentual;58,550000;55,829545
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Média;Média Ponderada;6,730213;7,172366
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;;Amostra não ponderada;648,000000;473,000000
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;0.Péssimo;Percentual;7,911000;6,905725
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 1;Percentual;0,720000;0,086275
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 2;Percentual;3,523000;1,166022
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 3;Percentual;2,916000;2,998587
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 4;Percentual;3,441000;3,822817
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 5;Percentual;11,872000;7,330749
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 6;Percentual;7,124000;8,221865
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 7;Percentual;11,166000;8,946782
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 8;Percentual;17,434000;21,323036
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;Nota 9;Percentual;10,503000;13,402124
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;10.Excelente;Percentual;21,732000;23,233903
SCM;Total Brasil;RN;Tempo de espera entre a solicitação de reparo e a visita do técnico;99. NS/ NR;Percentual;1,658000;2,562115
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Média;Média Ponderada;6,945796;7,500364
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;;Amostra não ponderada;648,000000;473,000000
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;0.Péssimo;Percentual;9,182000;6,871473
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Nota 1;Percentual;0,709000;0,185755
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Nota 2;Percentual;1,709000;2,198744
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Nota 3;Percentual;3,046000;1,416906
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Nota 4;Percentual;2,634000;2,159661
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Nota 5;Percentual;11,287000;7,710300
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Nota 6;Percentual;5,753000;4,802887
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Nota 7;Percentual;9,697000;10,680033
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Nota 8;Percentual;17,455000;18,850239
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;Nota 9;Percentual;11,143000;11,142915
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;10.Excelente;Percentual;26,784000;33,795332
SCM;Total Brasil;RN;Cumprimento do prazo para reparo acordado;99. NS/ NR;Percentual;0,602000;0,185755
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Média;Média Ponderada;6,996736;7,249270
SCM;Total Brasil;RN;Qualidade do reparo do serviço;;Amostra não ponderada;648,000000;473,000000
SCM;Total Brasil;RN;Qualidade do reparo do serviço;0.Péssimo;Percentual;7,221000;6,719970
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Nota 1;Percentual;1,002000;0,172550
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Nota 2;Percentual;2,177000;2,324269
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Nota 3;Percentual;3,110000;3,710299
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Nota 4;Percentual;2,812000;2,656529
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Nota 5;Percentual;10,287000;9,105695
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Nota 6;Percentual;6,085000;5,974141
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Nota 7;Percentual;11,040000;7,876931
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Nota 8;Percentual;20,757000;18,846665
SCM;Total Brasil;RN;Qualidade do reparo do serviço;Nota 9;Percentual;12,012000;14,008201
SCM;Total Brasil;RN;Qualidade do reparo do serviço;10.Excelente;Percentual;23,291000;28,220299
SCM;Total Brasil;RN;Qualidade do reparo do serviço;99. NS/ NR;Percentual;0,205000;0,384449
SCM;Total Brasil;RN;Existe outra operadora que oferece o mesmo serviço no local;;Amostra não ponderada;1465,000000;1062,000000
SCM;Total Brasil;RN;Existe outra operadora que oferece o mesmo serviço no local;1.Sim;Percentual;75,208000;76,353417
SCM;Total Brasil;RN;Existe outra operadora que oferece o mesmo serviço no local;2.Não;Percentual;21,142000;20,632806
SCM;Total Brasil;RN;Existe outra operadora que oferece o mesmo serviço no local;3.Não sabe (espontâneo);Percentual;3,650000;3,013778
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;Média;Média Ponderada;1,946735;1,931094
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;;Amostra não ponderada;1465,000000;1062,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;Recusa;Percentual;2,394000;2,077942
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;16 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;15 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;14 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;17 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;13 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;12 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;11 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;1 Pessoa;Percentual;32,592000;33,148311
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;19 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;18 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;2 Pessoas;Percentual;45,948000;47,671577
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;20 Pessoas;Percentual;0,000000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;3 Pessoas;Percentual;13,141000;11,169851
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;4 Pessoas;Percentual;4,203000;3,801565
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;5 Pessoas;Percentual;1,392000;1,512940
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;6 Pessoas;Percentual;0,132000;0,339509
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;7 Pessoas;Percentual;0,066000;0,114324
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;8 Pessoas;Percentual;0,114000;0,076216
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;9 Pessoas;Percentual;0,019000;0,000000
SCM;Total Brasil;RN;Quantidade de pessoas que contribuem para a renda domiciliar;10 Pessoas;Percentual;0,000000;0,087764
SCM;Total Brasil;RN;Renda Domiciliar;Recusa;Percentual;;14,017120
SCM;Total Brasil;RN;Renda Domiciliar;Sem renda;Percentual;;3,711711
SCM;Total Brasil;RN;Renda Domiciliar;Recusa;Percentual;11,145000;
SCM;Total Brasil;RN;Renda Domiciliar;Sem renda;Percentual;0,000000;
SCM;Total Brasil;RN;Renda Domiciliar;Média;Média Ponderada;;4967,857161
SCM;Total Brasil;RN;Renda Domiciliar;Média;Média Ponderada;4264,529298;
SCM;Total Brasil;RN;Renda Domiciliar;;Amostra não ponderada;;1062,000000
SCM;Total Brasil;RN;Renda Domiciliar;;Amostra não ponderada;1465,000000;
SCM;Total Brasil;RN;Renda Domiciliar;1. Até R$ 1.760,00  (até 2 SM);Percentual;;18,048836
SCM;Total Brasil;RN;Renda Domiciliar;1.Até R$ 788 (até 1 SM);Percentual;3,842000;
SCM;Total Brasil;RN;Renda Domiciliar;2. De R$ 1.760,00 a R$ 3.520,00 (de 2 a 4 SM);Percentual;;27,089294
SCM;Total Brasil;RN;Renda Domiciliar;2. Mais de R$ 788 até R$ 1576 (de 1 a 2 SM);Percentual;17,543000;
SCM;Total Brasil;RN;Renda Domiciliar;3. Mais de R$ 3.520,00  até R$ 5.280,00 (de 4 a 6 SM);Percentual;;13,964233
SCM;Total Brasil;RN;Renda Domiciliar;3. Mais de R$ 1576 até R$ 3152 (de 3 a 4 SM);Percentual;27,978000;
SCM;Total Brasil;RN;Renda Domiciliar;4. Mais de R$ 3152 até R$ 4728 (de 4 a 6 SM);Percentual;11,607000;
SCM;Total Brasil;RN;Renda Domiciliar;5. Acima de R$ 8.800,00 (acima de 10 SM);Percentual;;12,026258
SCM;Total Brasil;RN;Renda Domiciliar;4. Mais de R$ 5.280,00 até R$ 8.800,00 (de 6 a 10 SM);Percentual;;11,142548
SCM;Total Brasil;RN;Renda Domiciliar;6. Mais de R$ 7880 (acima de 10 SM);Percentual;13,439000;
SCM;Total Brasil;RN;Renda Domiciliar;5. Mais de R$ 4728 até R$ 7880 (de 6 a 10 SM);Percentual;14,446000;
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Média;Média Ponderada;7,092185;7,106573
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Satisfação geral;Média Indicadores;7,092185;7,106573
SCM;Total Brasil;RN;Indicador de Satisfação Geral;;Amostra não ponderada;1465,000000;1062,000000
SCM;Total Brasil;RN;Indicador de Satisfação Geral;;Amostra não ponderada;1465,000000;1062,000000
SCM;Total Brasil;RN;Indicador de Satisfação Geral;0.Totalmente Insatisfeito;Percentual;3,273000;2,836302
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Nota 1;Percentual;1,139000;0,547430
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Nota 2;Percentual;2,155000;1,522324
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Nota 3;Percentual;1,584000;2,564488
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Nota 4;Percentual;2,994000;3,781319
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Nota 5;Percentual;12,598000;12,581692
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Nota 6;Percentual;7,897000;7,482697
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Nota 7;Percentual;15,295000;16,309431
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Nota 8;Percentual;24,324000;25,062358
SCM;Total Brasil;RN;Indicador de Satisfação Geral;Nota 9;Percentual;12,398000;11,105259
SCM;Total Brasil;RN;Indicador de Satisfação Geral;10.Totalmente Satisfeito;Percentual;16,343000;16,124651
SCM;Total Brasil;RN;Indicador de Satisfação Geral;99. NS/ NR;Percentual;0,000000;0,082049
SCM;Total Brasil;RN;Responsável pelo pagamento;;Amostra não ponderada;1465,000000;1062,000000
SCM;Total Brasil;RN;Responsável pelo pagamento;1.Sim;Percentual;78,077000;82,002529
SCM;Total Brasil;RN;Responsável pelo pagamento;2.Não;Percentual;21,923000;17,997471
SCM;Total Brasil;RN;Idade;Média;Média Ponderada;40,114106;39,411033
SCM;Total Brasil;RN;Idade;;Amostra não ponderada;1465,000000;1062,000000
SCM;Total Brasil;RN;Idade;3.De 18 a 24 anos;Percentual;11,183000;11,399289
SCM;Total Brasil;RN;Idade;4.De 25 a 30 anos;Percentual;17,567000;16,710025
SCM;Total Brasil;RN;Idade;5.De 31 a 35 anos;Percentual;16,080000;14,974853
SCM;Total Brasil;RN;Idade;6.De 36 a 40 anos;Percentual;12,827000;16,719131
SCM;Total Brasil;RN;Idade;7.De 41 a 50 anos;Percentual;19,701000;20,553997
SCM;Total Brasil;RN;Idade;8.De 51 a 70 anos;Percentual;20,261000;17,905808
SCM;Total Brasil;RN;Idade;9.Mais de 70 anos;Percentual;2,381000;1,736898
SCM;Total Brasil;RN;Gênero;;Amostra não ponderada;1465,000000;1062,000000
SCM;Total Brasil;RN;Gênero;1.Feminino;Percentual;46,223000;41,830981
SCM;Total Brasil;RN;Gênero;2.Masculino;Percentual;53,777000;58,169019
SCM;Total Brasil;RO;Canais de atendimento utilizados;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Canais de atendimento utilizados;1.Atendimento telefônico;Percentual;86,649000;81,965000
SCM;Total Brasil;RO;Canais de atendimento utilizados;2.Atendimento pela internet;Percentual;37,173000;37,389000
SCM;Total Brasil;RO;Canais de atendimento utilizados;3.Atendimento na loja da operadora;Percentual;17,016000;17,824000
SCM;Total Brasil;RO;Canais de atendimento utilizados;4.Nenhum destes canais;Percentual;8,377000;10,039000
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Média;Média Ponderada;5,090909;5,317920
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;;Amostra não ponderada;331,000000;473,000000
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;0.Péssimo;Percentual;16,616000;15,136369
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Nota 1;Percentual;3,323000;3,019501
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Nota 2;Percentual;5,136000;4,396853
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Nota 3;Percentual;4,834000;6,116730
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Nota 4;Percentual;5,740000;6,886760
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Nota 5;Percentual;15,408000;11,135409
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Nota 6;Percentual;9,063000;9,680329
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Nota 7;Percentual;12,387000;14,473075
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Nota 8;Percentual;13,897000;11,997671
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;Nota 9;Percentual;5,740000;8,543413
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;10.Excelente;Percentual;7,553000;8,613889
SCM;Total Brasil;RO;Tempo de espera para falar com o atendente;99. NS/ NR;Percentual;0,302000;0,000000
SCM;Total Brasil;RO;Indicador de Atendimento Telefônico;Atendimento Telefônico;Média Indicadores;5,965657;6,190169
SCM;Total Brasil;RO;Indicador de Atendimento Telefônico;;Amostra não ponderada;330,000000;473,000000
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Média;Média Ponderada;5,939394;6,138307
SCM;Total Brasil;RO;Necessidade de repetir a demanda;;Amostra não ponderada;331,000000;473,000000
SCM;Total Brasil;RO;Necessidade de repetir a demanda;0.Péssimo;Percentual;9,063000;11,470682
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Nota 1;Percentual;1,511000;1,836469
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Nota 2;Percentual;5,136000;2,217859
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Nota 3;Percentual;3,927000;3,369278
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Nota 4;Percentual;4,532000;4,435717
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Nota 5;Percentual;17,825000;14,077182
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Nota 6;Percentual;8,157000;9,750805
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Nota 7;Percentual;14,199000;11,329730
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Nota 8;Percentual;17,221000;15,554018
SCM;Total Brasil;RO;Necessidade de repetir a demanda;Nota 9;Percentual;6,042000;11,905439
SCM;Total Brasil;RO;Necessidade de repetir a demanda;10.Excelente;Percentual;12,085000;13,897365
SCM;Total Brasil;RO;Necessidade de repetir a demanda;99. NS/ NR;Percentual;0,302000;0,155456
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Média;Média Ponderada;6,866667;7,112989
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;;Amostra não ponderada;331,000000;473,000000
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;0.Péssimo;Percentual;6,344000;5,276224
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 1;Percentual;0,604000;0,918235
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 2;Percentual;3,927000;2,676976
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 3;Percentual;2,115000;2,715840
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 4;Percentual;2,417000;2,217859
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 5;Percentual;11,480000;10,365379
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 6;Percentual;6,949000;7,804995
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 7;Percentual;13,897000;10,061718
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 8;Percentual;22,054000;22,737187
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;Nota 9;Percentual;11,782000;14,021209
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;10.Excelente;Percentual;18,127000;20,784126
SCM;Total Brasil;RO;Capacidade dos atendentes para esclarecer dúvidas, dar orientações ou informações;99. NS/ NR;Percentual;0,302000;0,420253
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Média;Média Ponderada;6,788520;6,774670
SCM;Total Brasil;RO;Nota para o atendimento telefônico;;Amostra não ponderada;331,000000;473,000000
SCM;Total Brasil;RO;Nota para o atendimento telefônico;0.Péssimo;Percentual;3,625000;4,739378
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Nota 1;Percentual;1,511000;1,797605
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Nota 2;Percentual;4,230000;3,595211
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Nota 3;Percentual;4,230000;4,015464
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Nota 4;Percentual;5,438000;1,758741
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Nota 5;Percentual;11,480000;12,388917
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Nota 6;Percentual;5,740000;10,707904
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Nota 7;Percentual;12,085000;14,193774
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Nota 8;Percentual;23,263000;15,515154
SCM;Total Brasil;RO;Nota para o atendimento telefônico;Nota 9;Percentual;12,085000;13,025246
SCM;Total Brasil;RO;Nota para o atendimento telefônico;10.Excelente;Percentual;16,314000;18,223742
SCM;Total Brasil;RO;Nota para o atendimento telefônico;99. NS/ NR;Percentual;0,000000;0,038864
SCM;Total Brasil;RO;Indicador de Canais de Atendimento;Canais de Atendimento;Média Indicadores;6,744253;6,788911
SCM;Total Brasil;RO;Indicador de Canais de Atendimento;;Amostra não ponderada;348,000000;536,000000
SCM;Total Brasil;RO;Nota para o atendimento via internet;Média;Média Ponderada;6,828571;6,948082
SCM;Total Brasil;RO;Nota para o atendimento via internet;;Amostra não ponderada;142,000000;212,000000
SCM;Total Brasil;RO;Nota para o atendimento via internet;0.Péssimo;Percentual;4,930000;1,927796
SCM;Total Brasil;RO;Nota para o atendimento via internet;Nota 1;Percentual;1,408000;1,006498
SCM;Total Brasil;RO;Nota para o atendimento via internet;Nota 2;Percentual;3,521000;3,770393
SCM;Total Brasil;RO;Nota para o atendimento via internet;Nota 3;Percentual;2,817000;2,934294
SCM;Total Brasil;RO;Nota para o atendimento via internet;Nota 4;Percentual;2,113000;4,862091
SCM;Total Brasil;RO;Nota para o atendimento via internet;Nota 5;Percentual;8,451000;14,586272
SCM;Total Brasil;RO;Nota para o atendimento via internet;Nota 6;Percentual;9,155000;5,783389
SCM;Total Brasil;RO;Nota para o atendimento via internet;Nota 7;Percentual;16,197000;14,516971
SCM;Total Brasil;RO;Nota para o atendimento via internet;Nota 8;Percentual;27,465000;18,202164
SCM;Total Brasil;RO;Nota para o atendimento via internet;Nota 9;Percentual;7,746000;12,264274
SCM;Total Brasil;RO;Nota para o atendimento via internet;10.Excelente;Percentual;14,789000;17,296764
SCM;Total Brasil;RO;Nota para o atendimento via internet;99. NS/ NR;Percentual;1,408000;2,849095
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Média;Média Ponderada;6,594241;6,462638
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;;Amostra não ponderada;382,000000;627,000000
